ID,Age,Experience,Income,ZIP_Code,Family,CCAvg,Education,Mortgage,Personal_Loan,Securities_Account,CD_Account,Online,CreditCard
nan,31.0,7.0,nan,nan,2.0,2.0,2.0,nan,0.0,0.0,0.0,0.0,nan
nan,41.0,nan,nan,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,55.0,30.0,nan,nan,nan,0.1,3.0,0.0,0.0,nan,0.0,0.0,0.0
nan,nan,19.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,51.0,25.0,nan,nan,1.0,0.8,3.0,0.0,0.0,nan,0.0,nan,0.0
nan,nan,nan,nan,nan,3.0,4.4,1.0,nan,nan,0.0,0.0,1.0,0.0
nan,30.0,4.0,39.0,nan,1.0,1.5,1.0,0.0,0.0,0.0,0.0,nan,nan
nan,31.0,5.0,nan,nan,4.0,nan,2.0,nan,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,nan,90245.0,4.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,40.0,16.0,nan,nan,1.0,1.4,3.0,nan,0.0,0.0,0.0,1.0,nan
nan,nan,nan,nan,nan,3.0,nan,1.0,0.0,0.0,1.0,1.0,1.0,1.0
nan,45.0,21.0,nan,nan,4.0,1.9,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,37.0,13.0,nan,nan,1.0,3.6,2.0,0.0,0.0,nan,0.0,0.0,0.0
nan,34.0,8.0,nan,nan,2.0,nan,3.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,16.0,nan,nan,1.0,nan,2.0,0.0,nan,0.0,0.0,0.0,1.0
nan,nan,nan,130.0,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,56.0,31.0,nan,nan,3.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,33.0,9.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,10.0,nan,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,62.0,37.0,nan,nan,3.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,34.0,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,nan,nan,3.0,0.5,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,65.0,40.0,nan,nan,1.0,nan,1.0,nan,nan,0.0,1.0,1.0,nan
nan,52.0,26.0,nan,nan,2.0,1.5,2.0,nan,0.0,0.0,0.0,0.0,1.0
nan,64.0,39.0,nan,nan,3.0,0.1,3.0,nan,0.0,0.0,0.0,0.0,nan
nan,51.0,25.0,nan,nan,nan,4.9,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,59.0,35.0,nan,nan,1.0,4.3,1.0,nan,0.0,nan,nan,1.0,0.0
nan,52.0,28.0,nan,nan,2.0,0.4,1.0,0.0,0.0,nan,0.0,1.0,nan
nan,nan,31.0,74.0,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,nan,19.0,nan,nan,nan,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,61.0,36.0,nan,nan,4.0,nan,2.0,nan,nan,0.0,nan,1.0,1.0
nan,nan,9.0,nan,nan,1.0,nan,2.0,0.0,nan,0.0,0.0,1.0,0.0
nan,nan,31.0,74.0,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,31.0,nan,nan,nan,4.0,nan,2.0,0.0,1.0,0.0,1.0,1.0,1.0
nan,nan,19.0,nan,nan,nan,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,53.0,27.0,nan,nan,nan,0.8,3.0,0.0,0.0,1.0,0.0,1.0,0.0
nan,36.0,12.0,nan,nan,nan,nan,2.0,0.0,1.0,0.0,1.0,1.0,1.0
nan,nan,1.0,nan,nan,2.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,12.0,nan,nan,3.0,0.5,3.0,0.0,nan,1.0,1.0,1.0,nan
nan,40.0,15.0,nan,nan,1.0,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,13.0,nan,nan,2.0,nan,2.0,90.0,0.0,0.0,0.0,1.0,0.0
nan,59.0,35.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,43.0,18.0,22.0,nan,2.0,0.3,2.0,0.0,0.0,0.0,0.0,nan,0.0
nan,30.0,nan,nan,nan,4.0,2.2,2.0,0.0,0.0,1.0,0.0,1.0,0.0
nan,nan,nan,nan,95616.0,4.0,0.2,1.0,0.0,0.0,0.0,nan,1.0,1.0
nan,48.0,22.0,78.0,nan,3.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,50.0,24.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,2.1,3.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,32.0,6.0,nan,nan,2.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,34.0,10.0,nan,nan,nan,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,nan,9.0,nan,nan,2.0,nan,2.0,0.0,1.0,0.0,0.0,0.0,0.0
nan,nan,nan,41.0,nan,2.0,1.0,nan,nan,0.0,1.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,nan,3.0,nan,0.0,1.0,1.0,1.0,1.0
nan,nan,nan,23.0,91768.0,3.0,nan,1.0,0.0,0.0,nan,0.0,0.0,0.0
nan,47.0,23.0,nan,nan,2.0,6.67,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,nan,1.0,0.8,2.0,nan,0.0,1.0,nan,1.0,0.0
nan,42.0,18.0,nan,nan,2.0,6.1,1.0,nan,0.0,0.0,0.0,nan,0.0
nan,40.0,16.0,50.0,nan,2.0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0
nan,33.0,9.0,nan,nan,1.0,2.4,2.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,nan,4.0,nan,2.0,nan,1.0,0.0,0.0,0.0,1.0
nan,nan,nan,nan,nan,2.0,1.1,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,62.0,37.0,nan,nan,2.0,2.8,1.0,nan,0.0,0.0,nan,1.0,nan
nan,nan,nan,nan,nan,4.0,3.5,2.0,0.0,1.0,0.0,0.0,0.0,0.0
nan,nan,nan,72.0,nan,3.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,28.0,2.0,51.0,nan,4.0,1.8,nan,0.0,0.0,nan,0.0,0.0,nan
nan,nan,nan,23.0,91768.0,3.0,nan,1.0,0.0,0.0,nan,0.0,0.0,0.0
nan,nan,nan,41.0,nan,1.0,1.9,3.0,0.0,0.0,0.0,0.0,nan,1.0
nan,33.0,9.0,nan,nan,3.0,nan,nan,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,1.0,nan,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,44.0,20.0,nan,nan,2.0,3.3,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,53.0,28.0,nan,nan,4.0,0.8,1.0,nan,0.0,0.0,0.0,nan,1.0
nan,42.0,18.0,nan,nan,2.0,nan,1.0,nan,0.0,nan,0.0,0.0,0.0
nan,44.0,17.0,nan,nan,3.0,1.0,2.0,0.0,0.0,0.0,0.0,nan,1.0
nan,34.0,10.0,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,47.0,22.0,nan,nan,nan,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,53.0,29.0,nan,nan,2.0,0.3,1.0,nan,0.0,nan,0.0,0.0,nan
nan,nan,nan,41.0,nan,2.0,1.0,nan,nan,0.0,1.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,nan,3.0,nan,1.0,0.0,1.0,1.0,1.0
nan,42.0,17.0,nan,nan,2.0,nan,3.0,0.0,0.0,0.0,0.0,nan,0.0
nan,48.0,21.0,23.0,nan,3.0,0.67,2.0,nan,0.0,0.0,0.0,nan,0.0
nan,38.0,13.0,nan,nan,4.0,nan,1.0,0.0,nan,0.0,0.0,nan,0.0
nan,41.0,nan,nan,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,57.0,32.0,nan,nan,4.0,0.9,2.0,nan,0.0,1.0,0.0,nan,0.0
nan,nan,nan,nan,nan,1.0,0.5,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,1.0,0.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,48.0,22.0,nan,nan,3.0,1.1,1.0,nan,0.0,0.0,0.0,nan,0.0
nan,55.0,31.0,nan,nan,3.0,2.67,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,130.0,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,47.0,22.0,nan,nan,3.0,2.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,61.0,36.0,nan,nan,4.0,1.7,1.0,nan,0.0,0.0,0.0,nan,0.0
nan,60.0,34.0,nan,nan,2.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0
nan,34.0,10.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,45.0,21.0,nan,nan,nan,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,60.0,35.0,nan,nan,1.0,0.3,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,25.0,0.0,nan,nan,2.0,1.6,3.0,0.0,0.0,nan,nan,1.0,1.0
nan,nan,17.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,63.0,37.0,nan,nan,2.0,1.0,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,63.0,nan,nan,nan,1.0,0.8,nan,nan,0.0,0.0,0.0,0.0,1.0
nan,43.0,19.0,nan,nan,3.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,58.0,32.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,50.0,25.0,nan,nan,1.0,1.3,3.0,0.0,0.0,nan,0.0,1.0,0.0
nan,nan,nan,89.0,nan,4.0,1.4,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,54.0,30.0,78.0,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,61.0,36.0,nan,nan,3.0,0.9,3.0,nan,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,nan,4.0,0.4,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,nan,2.0,nan,1.0,0.0,0.0,0.0,1.0
nan,33.0,7.0,nan,nan,4.0,2.2,2.0,nan,0.0,0.0,0.0,nan,nan
nan,23.0,-1.0,nan,nan,4.0,2.6,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,56.0,nan,nan,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,30.0,45.0,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,nan,nan,nan,nan,1.0,nan,nan,0.0,1.0,1.0,1.0,1.0,0.0
nan,38.0,nan,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,34.0,9.0,nan,nan,4.0,2.2,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,3.0,1.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,3.4,2.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,62.0,37.0,nan,nan,1.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,nan
nan,nan,25.0,30.0,nan,nan,nan,2.0,nan,0.0,0.0,0.0,0.0,1.0
nan,nan,5.0,22.0,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,0.0,0.0
nan,64.0,38.0,nan,nan,2.0,0.3,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,39.0,15.0,nan,nan,2.0,nan,1.0,nan,0.0,nan,0.0,0.0,0.0
nan,nan,nan,nan,nan,4.0,nan,3.0,nan,1.0,0.0,1.0,1.0,1.0
nan,60.0,35.0,nan,nan,3.0,0.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,nan,23.0,25.0,nan,1.0,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,25.0,1.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,44.0,19.0,nan,nan,2.0,8.8,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,51.0,26.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,31.0,7.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,4.0,1.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,51.0,25.0,nan,nan,nan,4.9,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,28.0,nan,1.0,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,43.0,19.0,nan,nan,3.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,54.0,nan,nan,nan,1.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,34.0,nan,164.0,94720.0,nan,nan,3.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,0.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,nan,nan,nan,nan,2.0,0.0,3.0,nan,0.0,0.0,0.0,1.0,1.0
nan,46.0,20.0,nan,nan,nan,nan,3.0,nan,0.0,0.0,0.0,1.0,1.0
nan,62.0,37.0,nan,nan,3.0,0.9,3.0,0.0,0.0,0.0,0.0,1.0,nan
nan,31.0,5.0,nan,nan,2.0,0.3,2.0,nan,0.0,0.0,0.0,1.0,nan
nan,30.0,5.0,69.0,nan,1.0,0.8,2.0,0.0,0.0,nan,0.0,1.0,0.0
nan,nan,nan,nan,nan,3.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,35.0,9.0,nan,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,60.0,36.0,nan,nan,nan,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,25.0,nan,2.0,0.3,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,24.0,-2.0,nan,nan,2.0,1.6,3.0,0.0,0.0,0.0,0.0,1.0,nan
nan,nan,nan,nan,nan,1.0,0.8,2.0,nan,0.0,1.0,nan,1.0,0.0
nan,49.0,23.0,nan,nan,1.0,nan,nan,0.0,0.0,0.0,0.0,1.0,1.0
nan,43.0,18.0,89.0,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,1.0
nan,33.0,7.0,nan,nan,2.0,nan,3.0,nan,0.0,0.0,nan,1.0,1.0
nan,nan,nan,nan,nan,2.0,1.1,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,62.0,36.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,57.0,32.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,64.0,38.0,nan,nan,2.0,nan,3.0,0.0,0.0,nan,0.0,0.0,0.0
nan,52.0,26.0,nan,nan,3.0,0.8,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,54.0,28.0,nan,nan,4.0,0.7,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,40.0,14.0,nan,nan,1.0,nan,3.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,30.0,5.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,55.0,30.0,nan,nan,4.0,3.8,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,13.0,nan,nan,2.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,55.0,30.0,nan,nan,2.0,1.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,129.0,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,44.0,18.0,68.0,nan,4.0,2.9,1.0,0.0,0.0,1.0,0.0,0.0,nan
nan,nan,nan,nan,nan,1.0,1.4,3.0,nan,0.0,1.0,0.0,0.0,0.0
nan,61.0,36.0,nan,nan,3.0,1.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,61.0,36.0,nan,nan,1.0,1.3,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,45.0,20.0,nan,nan,1.0,nan,3.0,0.0,0.0,nan,0.0,1.0,0.0
nan,38.0,14.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,29.0,3.0,nan,nan,nan,0.2,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,52.0,28.0,nan,nan,3.0,nan,3.0,nan,1.0,0.0,0.0,1.0,0.0
nan,38.0,14.0,nan,nan,2.0,2.7,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,28.0,3.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,34.0,9.0,nan,nan,1.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,35.0,9.0,nan,nan,2.0,1.8,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,70.0,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,63.0,37.0,nan,nan,3.0,nan,2.0,nan,nan,0.0,0.0,0.0,0.0
nan,nan,nan,14.0,nan,3.0,0.9,3.0,nan,0.0,0.0,0.0,0.0,0.0
nan,38.0,14.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,94105.0,4.0,nan,2.0,nan,0.0,1.0,0.0,1.0,0.0
nan,nan,nan,121.0,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,44.0,18.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,nan,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,38.0,14.0,nan,nan,4.0,0.4,2.0,nan,0.0,0.0,0.0,1.0,nan
nan,48.0,24.0,nan,nan,2.0,1.7,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,33.0,7.0,nan,nan,4.0,0.8,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,nan,nan,nan,nan,1.0,1.9,2.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,59.0,34.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,40.0,nan,nan,93407.0,nan,nan,1.0,0.0,0.0,1.0,0.0,1.0,0.0
nan,36.0,11.0,nan,nan,4.0,0.2,3.0,nan,0.0,0.0,0.0,nan,1.0
nan,nan,nan,52.0,95616.0,4.0,nan,nan,0.0,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,nan,nan,4.0,nan,1.0,0.0,nan,0.0,1.0,1.0,1.0
nan,58.0,32.0,nan,nan,2.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,52.0,26.0,nan,nan,1.0,1.4,3.0,0.0,0.0,0.0,0.0,nan,0.0
nan,41.0,16.0,nan,nan,2.0,0.1,2.0,nan,0.0,nan,0.0,0.0,0.0
nan,31.0,5.0,nan,nan,nan,nan,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,28.0,3.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,57.0,31.0,nan,nan,2.0,2.0,1.0,nan,0.0,0.0,0.0,0.0,1.0
nan,nan,nan,nan,nan,4.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,60.0,36.0,nan,nan,2.0,1.0,1.0,0.0,0.0,nan,nan,1.0,1.0
nan,nan,nan,nan,nan,4.0,2.5,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,49.0,23.0,nan,nan,4.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,63.0,37.0,nan,nan,2.0,6.9,1.0,0.0,0.0,0.0,0.0,1.0,nan
nan,49.0,23.0,nan,nan,nan,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,3.0,0.4,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,32.0,8.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,26.0,1.0,nan,95616.0,nan,nan,2.0,nan,0.0,0.0,0.0,0.0,0.0
nan,27.0,1.0,nan,nan,3.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,3.0,4.4,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,29.0,5.0,nan,nan,3.0,0.1,2.0,0.0,0.0,0.0,0.0,1.0,nan
nan,56.0,30.0,nan,90024.0,4.0,1.5,3.0,0.0,0.0,0.0,0.0,nan,0.0
nan,59.0,35.0,nan,nan,2.0,1.0,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,53.0,28.0,nan,nan,4.0,0.8,1.0,nan,0.0,0.0,0.0,nan,1.0
nan,nan,nan,nan,nan,1.0,1.1,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,56.0,30.0,nan,nan,1.0,1.9,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,50.0,25.0,nan,nan,2.0,nan,3.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,1.0,nan,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,53.0,nan,nan,nan,1.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,7.8,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,32.0,7.0,nan,nan,1.0,nan,1.0,nan,nan,1.0,nan,0.0,0.0
nan,nan,nan,41.0,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,nan,2.0,nan,1.0,0.0,0.0,1.0,0.0
nan,54.0,30.0,nan,nan,4.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,64.0,39.0,nan,nan,4.0,0.6,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,1.0,3.6,2.0,0.0,1.0,0.0,0.0,0.0,0.0
nan,25.0,-1.0,nan,nan,3.0,2.4,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,50.0,25.0,nan,nan,2.0,nan,1.0,0.0,0.0,nan,0.0,0.0,0.0
nan,nan,13.0,nan,nan,2.0,nan,2.0,90.0,0.0,0.0,0.0,1.0,0.0
nan,nan,24.0,80.0,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,41.0,15.0,nan,nan,1.0,0.7,3.0,nan,0.0,0.0,0.0,nan,nan
nan,nan,nan,20.0,nan,nan,0.5,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,43.0,nan,2.0,2.1,3.0,0.0,0.0,nan,1.0,1.0,1.0
nan,39.0,15.0,nan,nan,1.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,39.0,15.0,nan,nan,2.0,nan,2.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,53.0,nan,1.0,0.8,nan,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,3.0,1.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,28.0,4.0,nan,nan,3.0,1.5,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,36.0,11.0,nan,nan,4.0,nan,nan,0.0,0.0,0.0,0.0,1.0,0.0
nan,43.0,19.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,36.0,12.0,nan,nan,2.0,2.7,1.0,0.0,0.0,0.0,0.0,nan,0.0
nan,44.0,18.0,nan,nan,nan,nan,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,31.0,5.0,nan,nan,1.0,2.9,3.0,nan,nan,1.0,0.0,0.0,0.0
nan,45.0,21.0,39.0,nan,2.0,2.1,3.0,nan,0.0,0.0,0.0,0.0,1.0
nan,39.0,13.0,nan,nan,1.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,nan,nan,nan,nan,3.0,1.0,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,nan,2.0,nan,3.0,102.0,0.0,0.0,0.0,1.0,0.0
nan,30.0,nan,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,58.0,33.0,142.0,nan,2.0,3.9,1.0,nan,0.0,0.0,0.0,nan,1.0
nan,46.0,21.0,nan,nan,2.0,nan,1.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,35.0,10.0,nan,nan,1.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,30.0,4.0,nan,nan,2.0,4.5,1.0,nan,0.0,0.0,0.0,1.0,0.0
nan,34.0,8.0,nan,nan,2.0,nan,3.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,32.0,nan,nan,1.0,nan,3.0,nan,0.0,0.0,0.0,1.0,1.0
nan,58.0,34.0,nan,90095.0,nan,nan,1.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,45.0,18.0,nan,nan,3.0,nan,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,42.0,16.0,nan,nan,3.0,0.5,3.0,nan,0.0,0.0,0.0,1.0,0.0
nan,60.0,36.0,nan,nan,4.0,1.3,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,55.0,29.0,nan,nan,1.0,0.8,3.0,nan,0.0,0.0,0.0,nan,0.0
nan,45.0,nan,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,1.0
nan,52.0,27.0,nan,nan,1.0,nan,3.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,31.0,7.0,nan,nan,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,60.0,34.0,nan,nan,4.0,0.7,3.0,0.0,0.0,0.0,0.0,1.0,0.0
nan,33.0,9.0,nan,nan,1.0,2.1,3.0,nan,0.0,0.0,0.0,nan,0.0
nan,37.0,11.0,nan,nan,nan,nan,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,nan,nan,nan,nan,3.0,nan,2.0,0.0,1.0,0.0,0.0,1.0,0.0
nan,nan,nan,nan,91320.0,1.0,nan,2.0,0.0,0.0,0.0,0.0,1.0,1.0
nan,nan,23.0,nan,nan,4.0,nan,nan,0.0,1.0,0.0,0.0,0.0,1.0
nan,nan,nan,nan,nan,4.0,2.5,2.0,nan,0.0,0.0,0.0,1.0,0.0
nan,61.0,36.0,nan,nan,1.0,nan,1.0,0.0,0.0,0.0,0.0,0.0,0.0
nan,64.0,40.0,nan,nan,1.0,3.8,1.0,nan,0.0,0.0,0.0,1.0,1.0
nan,46.0,20.0,nan,nan,nan,nan,3.0,nan,1.0,0.0,1.0,1.0,1.0
nan,31.0,7.0,nan,nan,4.0,nan,2.0,nan,0.0,0.0,0.0,0.0,0.0
nan,57.0,32.0,nan,nan,4.0,nan,1.0,nan,0.0,0.0,0.0,0.0,0.0
nan,nan,nan,nan,nan,4.0,nan,3.0,nan,1.0,0.0,0.0,0.0,0.0
nan,48.0,23.0,nan,nan,1.0,nan,2.0,0.0,0.0,0.0,0.0,0.0,0.0
